date_number,visiting_order,index,date_start,date_end,department,brigada,address,time_norm,Unnamed: 0,source,id,number,created_at,is_planned,subsidiary,addr_code,addr_type,addr_lon,addr_lat,work_type,onroad_at,inwork_at,finished_at,closed_at,waiting_at,cancelled_at,way_to_base_at,returned_to_base_at,time_to_base,time_at_work,car_number,imei,model
4,0,119948,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,"МО г.Ступино,ул Горького,д 47,ОАО “Каравай”",0.13333333333333333,119948.0,sap,s544c742c-f838-4930-9c38-c7e7146172da,3745221.0,2022-12-11 09:34:07,True,Юг,46/1,РП,38.0675879573797,54.8896398616034,OTS,2023-05-15 06:20:34,2023-05-15 06:31:25,2023-05-15 06:51:14,,,,,2023-05-15 06:51:14, ,0 days 00:19:49,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,1,20914,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,МО; г. Ступино; п.Крутышкиул. Западная,0.28833333333333333,20914.0,sap,s457817d2-796e-435d-a2da-e9d392062dc2,3745214.0,2022-12-11 09:34:05,True,Юг,815/1,РП,38.1475209532133,54.8752756925583,OTS,2023-05-03 06:25:51,2023-05-03 07:22:39,2023-05-03 08:01:48,,,,,2023-05-03 08:01:48, ,0 days 00:39:09,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,2,81991,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,МО Ступинский район п.Городище,0.417,81991.0,sap,sc7b03636-503b-44cb-b764-e65c2cb14104,3746404.0,2022-12-11 09:39:54,True,Юг,4288,РП,38.2138923812096,54.8904230951498,PPS,2023-05-05 05:58:36,2023-05-05 06:36:14,2023-05-05 06:57:02,,,,,2023-05-05 06:57:02, ,0 days 00:20:48,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,3,81989,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,"МО Ступинский район,п.Городище,ООО “Дельфин”",2.3000000000000003,81989.0,sap,sc7e1aa0b-3161-4aff-9ffb-a682ffca99b7,3746587.0,2022-12-11 09:41:07,True,Юг,3204,РП,38.2261864685606,54.8848760404663,TO,2023-05-03 08:02:15,2023-05-03 08:11:42,2023-05-03 10:45:07,,,,,2023-05-03 10:45:07, ,0 days 02:33:25,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,4,68621,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,"МО Ступинский район с.Суково,ул.Бутырская",2.3000000000000003,68621.0,sap,s56c83082-02dd-4362-8570-30ff7e7469af,3746586.0,2022-12-11 09:41:06,True,Юг,3279/1,РП,38.3231249934949,54.8950742057821,TO,2023-05-05 07:27:46,2023-05-05 07:28:11,2023-05-05 09:18:43,,,,,2023-05-05 09:18:43, ,0 days 01:50:32,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,5,23069,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,"МО г.Ступино.ул.Дальняя,магазин ООО “Авиатор”",1.2,23069.0,sap,s6e27eabc-a937-4d65-ab8f-f5d00376d086,3746588.0,2022-12-11 09:41:07,True,Юг,3815/1,РП,38.153679989895,54.8789650284709,TO,2023-05-03 10:57:10,2023-05-03 10:59:56,2023-05-03 13:05:05,,,,,2023-05-03 13:05:05, ,0 days 02:05:09,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
4,6,106445,2023-05-10 00:00:00,2023-05-10 00:00:00,Ступинская,Ступинская-Горголя-1,"г.Ступино ул.КрыловаООО ""Вонорус""",0.08333333333333333,106445.0,sap,s2fe3e71e-5116-4f35-b486-f512c46c190b,3745233.0,2022-12-11 09:34:10,True,Юг,"4680/1,2",РП,38.0613503571926,54.8979132951298,OTS,2023-05-12 05:24:18,2023-05-12 05:27:28,2023-05-12 05:39:28,,,,,2023-05-12 05:39:28, ,0 days 00:12:00,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,0,81988,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,МО г.Ступино ул.Горького ОАО “Каравай”,0.33349999999999996,81988.0,sap,sd5308826-293c-4c6b-8bfc-e0602c9ca210,3746403.0,2022-12-11 09:39:54,True,Юг,46/1А,РП,38.0668872985767,54.8898235422823,PPS,2023-05-03 05:29:46,2023-05-03 05:33:41,2023-05-03 06:03:18,,,,,2023-05-03 06:03:18, ,0 days 00:29:37,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,1,88629,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"МО г.Ступино,ООО “Кнауф Инсулейшн”",0.28833333333333333,88629.0,sap,sa7aa797f-5400-48b6-b9ab-2b670b754d66,3745217.0,2022-12-11 09:34:06,True,Юг,2518/1,РП,38.1614796562577,54.9017366492905,OTS,2023-05-10 06:58:45,2023-05-10 07:04:35,2023-05-10 07:45:46,,,,,2023-05-10 07:45:46, ,0 days 00:41:11,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,2,80871,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,М.О. г.Ступино ул.Колхозная д.5,0.417,80871.0,sap,s4d5d9550-4179-42e0-84f2-fdd5172a3835,3746405.0,2022-12-11 09:39:54,True,Юг,769/3,РП,38.086213505,54.902973646,PPS,2023-05-02 05:20:24,2023-05-02 05:58:30,2023-05-02 06:20:07,,,,,2023-05-02 06:20:07, ,0 days 00:21:37,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,3,118411,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"г.о. Ступино, д. Образцово,ул. Индустриальная АФГ РУС Керми",1.167,118411.0,sap,s50472283-c5f6-4e18-bc26-41756876420c,3746402.0,2022-12-11 09:39:53,True,Юг,5452,РП,38.094901,55.059776,PPS,2023-05-15 07:24:03,2023-05-15 08:05:01,2023-05-15 09:26:10,,,,,2023-05-15 09:26:10, ,0 days 01:21:09,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,4,80868,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"МО Ступинский район,д.Образцово,ООО ""Кнауф Инсулейшн"" Станция термоусаживания кромок",0.767,80868.0,sap,s7a93f4d0-2057-41dc-9cb3-2758631dd19a,3746400.0,2022-12-11 09:39:52,True,Юг,2518/1,РП,38.1564338540605,54.9034650034297,PPS,2023-05-04 12:03:03,2023-05-04 12:03:55,2023-05-04 12:51:25,,,,,2023-05-04 12:51:25, ,0 days 00:47:30,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,5,80867,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"МО Ступинский район,д.Образцово,ООО ""Кнауф Инсулейшн"" Печь полимеризации",0.7168333333333333,80867.0,sap,see197f6a-24db-4cc2-b7b4-7236b3e86eef,3746401.0,2022-12-11 09:39:53,True,Юг,2518/1,РП,38.1549340441714,54.9041920720844,PPS,2023-05-04 10:43:34,2023-05-04 10:57:33,2023-05-04 12:02:40,,,,,2023-05-04 12:02:40, ,0 days 01:05:07,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,6,88607,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"г.о. Ступино. ул. БольшеобразцовскаяООО ""Ступино Про""",0.28833333333333333,88607.0,sap,s266a8b61-d7bb-4d4b-8cda-6713f8a1018b,3745227.0,2022-12-11 09:34:09,True,Юг,5451,РП,38.1565439648353,54.9007935747922,OTS,2023-05-10 05:37:07,2023-05-10 06:18:41,2023-05-10 06:58:24,,,,,2023-05-10 06:58:24, ,0 days 00:39:43,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
5,7,79285,2023-05-11 00:00:00,2023-05-11 00:00:00,Ступинская,Ступинская-Горголя-1,"ГРУ котлов котельной ООО ""Ступино ПРО""г.Ступино, в р-не ул. Большеобразцовская",0.48333333333333334,79285.0,sap,s2f4c06e2-5a7b-4340-ad7f-43d9ea6c1823,3745223.0,2022-12-11 09:34:08,True,Юг,5451,РП,38.1546713451806,54.9004921803843,OTS,,,,,,2023-04-28 10:46:53,,, ,,К 835 ЕА 750,352093084209484,ГАЗ-27057 MPZ2G7 (ГРП)
